symbol,snapshot_date,ess_numeric,ess_direction,zacks_direction,jefferson_direction,mclean_direction,signal_pattern,has_conflict,forward_return_30d,forward_return_60d,benchmark_return_30d,winner_loser,ess_correct
WMK,2025-08-24,7.4,BULLISH,NO_DATA,BEARISH,NEUTRAL,ESS_BULLISH_ANALYST_MAJORITY_BEARISH,True,,,0.006685,NO_DATA,
WTS,2025-08-24,9.7,BULLISH,BULLISH,BULLISH,BULLISH,ESS_BULLISH_ANALYST_FULL_AGREE,False,-0.00379,-0.00707,0.006685,NEUTRAL,False
WWD,2025-08-24,7.7,BULLISH,BULLISH,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.02813,0.072317,0.006685,LOSER,False
XHR,2025-08-24,8.2,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,,,0.006685,NO_DATA,
XP,2025-08-24,8.9,BULLISH,BULLISH,NO_DATA,NO_DATA,ESS_BULLISH_ANALYST_FULL_AGREE,False,0.16567,0.027512,0.006685,WINNER,True
XRAY,2025-08-24,9.1,BULLISH,NEUTRAL,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.1,-0.074136,0.006685,LOSER,False
XYZ,2025-08-24,7.2,BULLISH,NEUTRAL,BEARISH,NO_DATA,ESS_BULLISH_ANALYST_MAJORITY_BEARISH,True,-0.032119,-0.006576,0.006685,LOSER,False
ZBRA,2025-08-24,7.8,BULLISH,NEUTRAL,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.017212,-0.017712,0.006685,LOSER,False
ZEUS,2025-08-24,9.9,BULLISH,NO_DATA,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,,,0.006685,NO_DATA,
ZM,2025-08-24,9.3,BULLISH,BULLISH,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,0.01512,0.017701,0.006685,NEUTRAL,False
ZWS,2025-08-24,8.3,BULLISH,BULLISH,BULLISH,NO_DATA,ESS_BULLISH_ANALYST_FULL_AGREE,False,0.02422,0.000218,0.006685,NEUTRAL,False
ZYME,2025-08-24,7.6,BULLISH,NEUTRAL,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.122855,0.194921,0.006685,WINNER,True
AAMI,2025-08-25,9.4,BULLISH,BULLISH,NO_DATA,NO_DATA,ESS_BULLISH_ANALYST_FULL_AGREE,False,-0.051565,-0.040415,0.005884,LOSER,False
AB,2025-08-25,8.4,BULLISH,BULLISH,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.057065,-0.013207,0.005884,LOSER,False
ABBV,2025-08-25,7.2,BULLISH,NEUTRAL,NEUTRAL,BULLISH,ESS_BULLISH_ANALYST_MIXED,False,0.059937,0.106401,0.005884,WINNER,True
ABCB,2025-08-25,8.3,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.039805,0.032981,0.005884,WINNER,True
ABG,2025-08-25,9.0,BULLISH,NEUTRAL,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.041688,-0.053396,0.005884,LOSER,False
ACAD,2025-08-25,7.5,BULLISH,NEUTRAL,BEARISH,BULLISH,ESS_BULLISH_ANALYST_MIXED,True,-0.160348,-0.130332,0.005884,LOSER,False
ACEL,2025-08-25,9.5,BULLISH,BULLISH,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.020906,-0.087108,0.005884,LOSER,False
ACIW,2025-08-25,7.9,BULLISH,NEUTRAL,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.07219,0.033634,0.005884,WINNER,True
ACM,2025-08-25,9.9,BULLISH,NEUTRAL,BULLISH,BULLISH,ESS_BULLISH_ANALYST_MIXED,False,0.051328,0.08134,0.005884,WINNER,True
ACN,2025-08-25,8.8,BULLISH,NEUTRAL,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.066276,-0.032806,0.005884,LOSER,False
ACRE,2025-08-25,7.3,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.05055,0.053034,0.005884,WINNER,True
ACT,2025-08-25,9.3,BULLISH,NEUTRAL,NO_DATA,NO_DATA,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.01735,-0.036015,0.005884,NEUTRAL,False
ACU,2025-08-25,8.7,BULLISH,NEUTRAL,BULLISH,NO_DATA,ESS_BULLISH_ANALYST_MIXED,False,-0.001199,-0.0519,0.005884,NEUTRAL,False
ADBE,2025-08-25,9.3,BULLISH,NEUTRAL,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.027367,-0.026679,0.005884,LOSER,False
ADEA,2025-08-25,9.2,BULLISH,BULLISH,NEUTRAL,NO_DATA,ESS_BULLISH_ANALYST_MIXED,False,0.084353,0.101095,0.005884,WINNER,True
ADM,2025-08-25,9.2,BULLISH,NEUTRAL,NEUTRAL,BULLISH,ESS_BULLISH_ANALYST_MIXED,False,-0.042517,-0.013705,0.005884,LOSER,False
ADMA,2025-08-25,9.0,BULLISH,NEUTRAL,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.079365,-0.107584,0.005884,LOSER,False
ADT,2025-08-25,9.7,BULLISH,BULLISH,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.013095,0.006436,0.005884,NEUTRAL,False
AEE,2025-08-25,7.8,BULLISH,NEUTRAL,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.008351,0.042646,0.005884,NEUTRAL,False
AEIS,2025-08-25,7.6,BULLISH,NEUTRAL,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.116071,0.324162,0.005884,WINNER,True
AEM,2025-08-25,8.7,BULLISH,BULLISH,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,0.159196,0.198979,0.005884,WINNER,True
AEP,2025-08-25,8.2,BULLISH,NEUTRAL,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.036545,0.026281,0.005884,LOSER,False
AES,2025-08-25,8.8,BULLISH,NEUTRAL,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.009637,0.078577,0.005884,NEUTRAL,False
AGNC,2025-08-25,7.5,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.006223,0.064569,0.005884,NEUTRAL,False
AHCO,2025-08-25,7.9,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.030336,0.015168,0.005884,LOSER,False
AHH,2025-08-25,7.8,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,,,0.005884,NO_DATA,
AIG,2025-08-25,8.1,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.053536,-0.040171,0.005884,LOSER,False
AIR,2025-08-25,8.3,BULLISH,NEUTRAL,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,0.086962,0.151685,0.005884,WINNER,True
AIZ,2025-08-25,7.3,BULLISH,BULLISH,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,0.009683,-0.005942,0.005884,NEUTRAL,False
AKAM,2025-08-25,8.9,BULLISH,NEUTRAL,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.00379,-0.019211,0.005884,NEUTRAL,False
AKBA,2025-08-25,7.8,BULLISH,NEUTRAL,BEARISH,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,True,-0.085809,0.0,0.005884,LOSER,False
ALG,2025-08-25,8.5,BULLISH,NEUTRAL,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.113045,-0.139098,0.005884,LOSER,False
ALGN,2025-08-25,7.6,BULLISH,NEUTRAL,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.115756,-0.06726,0.005884,LOSER,False
ALIT,2025-08-25,9.7,BULLISH,NEUTRAL,NO_DATA,NO_DATA,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.164616,-0.16992,0.005884,LOSER,False
ALL,2025-08-25,8.9,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.041384,-0.039277,0.005884,WINNER,True
ALLE,2025-08-25,9.9,BULLISH,BULLISH,BULLISH,BULLISH,ESS_BULLISH_ANALYST_FULL_AGREE,False,0.032505,-0.014839,0.005884,WINNER,True
ALNT,2025-08-25,8.7,BULLISH,NEUTRAL,BULLISH,NO_DATA,ESS_BULLISH_ANALYST_MIXED,False,-0.045503,0.178579,0.005884,LOSER,False
ALRS,2025-08-25,7.4,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.031039,-0.015201,0.005884,WINNER,True
ALSN,2025-08-25,7.6,BULLISH,BEARISH,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,True,-0.017429,-0.063038,0.005884,LOSER,False
ALV,2025-08-25,9.7,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.01201,-0.062314,0.005884,NEUTRAL,False
AM,2025-08-25,8.3,BULLISH,BULLISH,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,0.10694,0.026881,0.005884,WINNER,True
AMAT,2025-08-25,7.4,BULLISH,NEUTRAL,BULLISH,NO_DATA,ESS_BULLISH_ANALYST_MIXED,False,0.243534,0.412124,0.005884,WINNER,True
AMG,2025-08-25,8.1,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.057314,0.070817,0.005884,WINNER,True
AMGN,2025-08-25,8.4,BULLISH,NEUTRAL,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.032066,0.011405,0.005884,LOSER,False
AMN,2025-08-25,8.4,BULLISH,NEUTRAL,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.113581,0.0232,0.005884,LOSER,False
AMRK,2025-08-25,8.0,BULLISH,NEUTRAL,NO_DATA,BULLISH,ESS_BULLISH_ANALYST_MIXED,False,,,0.005884,NO_DATA,
AMRN,2025-08-25,8.9,BULLISH,BULLISH,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,0.003249,0.281351,0.005884,NEUTRAL,False
AMWD,2025-08-25,7.4,BULLISH,NO_DATA,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.018651,-0.038198,0.005884,LOSER,False
AMX,2025-08-25,7.1,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.024451,0.131237,0.005884,NEUTRAL,False
AN,2025-08-25,8.7,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.006481,-0.086258,0.005884,NEUTRAL,False
ANET,2025-08-25,8.4,BULLISH,BULLISH,NEUTRAL,BULLISH,ESS_BULLISH_ANALYST_MIXED,False,0.072159,0.156194,0.005884,WINNER,True
ANGI,2025-08-25,8.0,BULLISH,BULLISH,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.069024,-0.204265,0.005884,LOSER,False
ANGO,2025-08-25,9.1,BULLISH,NEUTRAL,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,0.107438,0.274793,0.005884,WINNER,True
ANIK,2025-08-25,8.2,BULLISH,NEUTRAL,BEARISH,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,True,-0.006572,0.096386,0.005884,NEUTRAL,False
ANIP,2025-08-25,8.2,BULLISH,BULLISH,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,0.051705,0.043401,0.005884,WINNER,True
AOS,2025-08-25,8.3,BULLISH,NEUTRAL,BULLISH,BULLISH,ESS_BULLISH_ANALYST_MIXED,False,-0.007995,-0.050179,0.005884,NEUTRAL,False
APA,2025-08-25,7.6,BULLISH,NEUTRAL,NEUTRAL,NO_DATA,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.092129,0.077674,0.005884,WINNER,True
APAM,2025-08-25,9.3,BULLISH,BULLISH,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.047783,-0.062634,0.005884,LOSER,False
APEI,2025-08-25,8.8,BULLISH,NEUTRAL,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.237243,0.198807,0.005884,WINNER,True
APG,2025-08-25,7.6,BULLISH,BULLISH,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.055895,-0.033092,0.005884,LOSER,False
APH,2025-08-25,8.8,BULLISH,BULLISH,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,0.123673,0.221229,0.005884,WINNER,True
APLE,2025-08-25,8.5,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.036625,-0.070011,0.005884,LOSER,False
APOG,2025-08-25,7.4,BULLISH,NEUTRAL,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.006483,-0.125419,0.005884,NEUTRAL,False
APP,2025-08-25,9.2,BULLISH,BULLISH,NO_DATA,NO_DATA,ESS_BULLISH_ANALYST_FULL_AGREE,False,0.424337,0.375699,0.005884,WINNER,True
APTV,2025-08-25,8.0,BULLISH,NEUTRAL,BULLISH,NO_DATA,ESS_BULLISH_ANALYST_MIXED,False,0.078777,0.093365,0.005884,WINNER,True
ARAY,2025-08-25,8.2,BULLISH,NEUTRAL,BEARISH,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,True,0.141936,0.012903,0.005884,WINNER,True
ARCT,2025-08-25,7.5,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.154715,-0.36646,0.005884,WINNER,True
ARI,2025-08-25,7.3,BULLISH,BULLISH,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,0.016537,0.025151,0.005884,NEUTRAL,False
ARR,2025-08-25,7.5,BULLISH,BEARISH,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_MAJORITY_BEARISH,True,-0.044918,0.126434,0.005884,LOSER,False
ARW,2025-08-25,8.3,BULLISH,NEUTRAL,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.062486,-0.069928,0.005884,LOSER,False
ASC,2025-08-25,9.9,BULLISH,BULLISH,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,0.110483,0.071858,0.005884,WINNER,True
ASIX,2025-08-25,9.0,BULLISH,NO_DATA,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.049903,-0.027132,0.005884,LOSER,False
ASTE,2025-08-25,9.9,BULLISH,NO_DATA,NEUTRAL,BULLISH,ESS_BULLISH_ANALYST_MIXED,False,0.033891,0.051923,0.005884,WINNER,True
ATGE,2025-08-25,9.4,BULLISH,NEUTRAL,NO_DATA,BULLISH,ESS_BULLISH_ANALYST_MIXED,False,,,0.005884,NO_DATA,
ATKR,2025-08-25,8.8,BULLISH,NEUTRAL,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,0.037213,0.161088,0.005884,WINNER,True
ATLC,2025-08-25,7.3,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.021111,-0.063179,0.005884,NEUTRAL,False
ATO,2025-08-25,8.2,BULLISH,NEUTRAL,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.007978,0.063342,0.005884,NEUTRAL,False
ATRO,2025-08-25,8.4,BULLISH,BULLISH,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,0.17266,0.381005,0.005884,WINNER,True
AUDC,2025-08-25,7.8,BULLISH,BEARISH,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,True,,,0.005884,NO_DATA,
AUPH,2025-08-25,9.6,BULLISH,NEUTRAL,NO_DATA,BULLISH,ESS_BULLISH_ANALYST_MIXED,False,0.061393,-0.02019,0.005884,WINNER,True
AVD,2025-08-25,9.0,BULLISH,NO_DATA,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.118677,0.040856,0.005884,WINNER,True
AVNS,2025-08-25,7.1,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.043103,0.016379,0.005884,WINNER,True
AVT,2025-08-25,9.1,BULLISH,BEARISH,NO_DATA,NO_DATA,ESS_BULLISH_ANALYST_MAJORITY_BEARISH,True,-0.034704,-0.059366,0.005884,LOSER,False
AWI,2025-08-25,10.0,BULLISH,BULLISH,NO_DATA,BULLISH,ESS_BULLISH_ANALYST_FULL_AGREE,False,-0.016713,0.036026,0.005884,LOSER,False
AWR,2025-08-25,7.7,BULLISH,NEUTRAL,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.038935,0.019534,0.005884,LOSER,False
AX,2025-08-25,8.7,BULLISH,NEUTRAL,NO_DATA,NO_DATA,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.028391,-0.108351,0.005884,LOSER,False
AXS,2025-08-25,9.2,BULLISH,NEUTRAL,NO_DATA,NO_DATA,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.015596,-0.070948,0.005884,LOSER,False
AYI,2025-08-25,9.0,BULLISH,NEUTRAL,BULLISH,BULLISH,ESS_BULLISH_ANALYST_MIXED,False,0.044932,0.12926,0.005884,WINNER,True
AZO,2025-08-25,7.7,BULLISH,NEUTRAL,NEUTRAL,BULLISH,ESS_BULLISH_ANALYST_MIXED,False,0.008952,-0.080745,0.005884,NEUTRAL,False
AZZ,2025-08-25,9.1,BULLISH,NEUTRAL,BEARISH,BULLISH,ESS_BULLISH_ANALYST_MIXED,True,-0.032295,-0.141784,0.005884,LOSER,False
B,2025-08-25,7.4,BULLISH,NEUTRAL,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.28473,0.243016,0.005884,WINNER,True
BAH,2025-08-25,9.4,BULLISH,NEUTRAL,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.092836,-0.164839,0.005884,LOSER,False
BBVA,2025-08-25,9.6,BULLISH,BULLISH,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,0.03378,0.053083,0.005884,WINNER,True
BBW,2025-08-25,9.9,BULLISH,NEUTRAL,BULLISH,BULLISH,ESS_BULLISH_ANALYST_MIXED,False,0.303539,-0.004146,0.005884,WINNER,True
BBY,2025-08-25,8.3,BULLISH,NEUTRAL,NEUTRAL,BULLISH,ESS_BULLISH_ANALYST_MIXED,False,0.010869,0.134757,0.005884,NEUTRAL,False
BC,2025-08-25,7.8,BULLISH,NEUTRAL,NO_DATA,BULLISH,ESS_BULLISH_ANALYST_MIXED,False,-0.038509,0.103253,0.005884,LOSER,False
BCML,2025-08-25,8.7,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.006327,-0.072773,0.005884,NEUTRAL,False
BCS,2025-08-25,7.7,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.015686,0.013725,0.005884,NEUTRAL,False
BDC,2025-08-25,7.3,BULLISH,NEUTRAL,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.016533,-0.09454,0.005884,LOSER,False
BEN,2025-08-25,7.3,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.070189,-0.086866,0.005884,LOSER,False
BFH,2025-08-25,8.9,BULLISH,NEUTRAL,BEARISH,NO_DATA,ESS_BULLISH_ANALYST_MAJORITY_BEARISH,True,-0.034049,0.042164,0.005884,LOSER,False
BFST,2025-08-25,8.7,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.043323,-0.005962,0.005884,LOSER,False
BGC,2025-08-25,7.7,BULLISH,NEUTRAL,NO_DATA,NO_DATA,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.056548,-0.064484,0.005884,LOSER,False
BGSF,2025-08-25,7.6,BULLISH,NEUTRAL,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,,,0.005884,NO_DATA,
BH,2025-08-25,8.4,BULLISH,NO_DATA,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.045479,0.23404,0.005884,WINNER,True
BHE,2025-08-25,8.0,BULLISH,NO_DATA,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.0318,0.042821,0.005884,LOSER,False
BHF,2025-08-25,7.3,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.158581,-0.003206,0.005884,WINNER,True
BHP,2025-08-25,7.5,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.040703,-0.00269,0.005884,LOSER,False
BHR,2025-08-25,7.3,BULLISH,NEUTRAL,NO_DATA,NO_DATA,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.309091,0.300581,0.005884,WINNER,True
BIDU,2025-08-25,9.0,BULLISH,BEARISH,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_MAJORITY_BEARISH,True,0.445883,0.335364,0.005884,WINNER,True
BIIB,2025-08-25,8.0,BULLISH,NEUTRAL,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.009607,0.099223,0.005884,NEUTRAL,False
BILI,2025-08-25,9.7,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.129892,0.267097,0.005884,WINNER,True
BJ,2025-08-25,7.8,BULLISH,BULLISH,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.018989,-0.037243,0.005884,LOSER,False
BJRI,2025-08-25,7.8,BULLISH,BULLISH,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.089747,-0.020208,0.005884,LOSER,False
BK,2025-08-25,8.1,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.04839,0.047227,0.005884,WINNER,True
BKNG,2025-08-25,8.2,BULLISH,NEUTRAL,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.02954,-0.096181,0.005884,LOSER,False
BLBD,2025-08-25,9.8,BULLISH,BULLISH,NEUTRAL,BULLISH,ESS_BULLISH_ANALYST_MIXED,False,0.049787,0.002489,0.005884,WINNER,True
BLD,2025-08-25,9.8,BULLISH,NEUTRAL,BULLISH,BULLISH,ESS_BULLISH_ANALYST_MIXED,False,-0.084082,0.052144,0.005884,LOSER,False
BMBL,2025-08-25,9.9,BULLISH,NEUTRAL,NO_DATA,NO_DATA,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.029641,-0.082683,0.005884,WINNER,True
BMO,2025-08-25,9.0,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.127802,0.112683,0.005884,WINNER,True
BMRC,2025-08-25,7.3,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.019575,0.019159,0.005884,NEUTRAL,False
BMY,2025-08-25,9.5,BULLISH,NEUTRAL,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.063216,-0.057437,0.005884,LOSER,False
BNS,2025-08-25,7.5,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.117934,0.130147,0.005884,WINNER,True
BOOM,2025-08-25,8.5,BULLISH,NEUTRAL,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.213549,0.240059,0.005884,WINNER,True
BR,2025-08-25,8.2,BULLISH,NEUTRAL,NEUTRAL,BULLISH,ESS_BULLISH_ANALYST_MIXED,False,-0.076966,-0.091515,0.005884,LOSER,False
BRC,2025-08-25,8.6,BULLISH,NO_DATA,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,0.013053,0.04098,0.005884,NEUTRAL,False
BRFS,2025-08-25,9.2,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,,,0.005884,NO_DATA,
BSAC,2025-08-25,7.3,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.117053,0.191579,0.005884,WINNER,True
BSBR,2025-08-25,8.7,BULLISH,NEUTRAL,NO_DATA,NO_DATA,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.07451,0.064706,0.005884,WINNER,True
BSET,2025-08-25,7.4,BULLISH,BULLISH,NEUTRAL,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.132022,-0.141011,0.005884,LOSER,False
BSRR,2025-08-25,8.7,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.024926,-0.104624,0.005884,LOSER,False
BSVN,2025-08-25,9.9,BULLISH,BULLISH,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.02898,-0.122832,0.005884,LOSER,False
BTI,2025-08-25,7.9,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.093772,-0.086059,0.005884,LOSER,False
BVN,2025-08-25,7.8,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,0.235676,0.214595,0.005884,WINNER,True
BWA,2025-08-25,9.0,BULLISH,NEUTRAL,NEUTRAL,BULLISH,ESS_BULLISH_ANALYST_MIXED,False,0.003529,0.018113,0.005884,NEUTRAL,False
BWB,2025-08-25,7.6,BULLISH,BULLISH,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,0.065339,0.085252,0.005884,WINNER,True
BY,2025-08-25,7.3,BULLISH,NEUTRAL,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_SKEPTICAL,False,-0.015668,-0.019847,0.005884,LOSER,False
BYD,2025-08-25,9.7,BULLISH,BULLISH,BULLISH,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,-0.019249,-0.084779,0.005884,LOSER,False
C,2025-08-25,7.3,BULLISH,BULLISH,NO_DATA,NEUTRAL,ESS_BULLISH_ANALYST_MIXED,False,0.07,0.039789,0.005884,WINNER,True
